command,copy_codebook_cosine_s0,copy_codebook_cosine_s1,copy_codebook_cosine_s2,copy_codebook_l2_s0,copy_codebook_l2_s1,copy_codebook_l2_s2,copy_pixel_mae_s0,copy_pixel_mae_s1,copy_pixel_mae_s2,delta_copy_codebook_cosine_s0,delta_copy_codebook_cosine_s1,delta_copy_codebook_cosine_s2,delta_copy_codebook_l2_s0,delta_copy_codebook_l2_s1,delta_copy_codebook_l2_s2,delta_copy_pixel_mae_s0,delta_copy_pixel_mae_s1,delta_copy_pixel_mae_s2,delta_plan_codebook_cosine_s0,delta_plan_codebook_cosine_s1,delta_plan_codebook_cosine_s2,delta_plan_codebook_l2_s0,delta_plan_codebook_l2_s1,delta_plan_codebook_l2_s2,delta_plan_pixel_mae_s0,delta_plan_pixel_mae_s1,delta_plan_pixel_mae_s2,gt_codebook_cosine_s0,gt_codebook_cosine_s1,gt_codebook_cosine_s2,gt_codebook_l2_s0,gt_codebook_l2_s1,gt_codebook_l2_s2,gt_pixel_mae_s0,gt_pixel_mae_s1,gt_pixel_mae_s2,plan_avgL2,plan_codebook_cosine_s0,plan_codebook_cosine_s1,plan_codebook_cosine_s2,plan_codebook_l2_s0,plan_codebook_l2_s1,plan_codebook_l2_s2,plan_ok,plan_pixel_mae_s0,plan_pixel_mae_s1,plan_pixel_mae_s2,plan_seg_err_s0,plan_seg_err_s1,plan_seg_err_s2,sample_token,scene
straight,0.79008,0.77847,0.82871,17.1277,17.83722,18.18696,0.17411,0.1712,0.19331,0.05594,0.21109,0.13255,0.80353,3.02276,2.22022,0.02835,0.01634,0.05455,-0.06327,0.26419,-0.00594,-0.98499,4.09774,0.10134,0.00128,0.02892,-0.00146,0.73414,0.56738,0.69616,16.32418,14.81445,15.96674,0.14576,0.15486,0.13875,6.10375,0.67086,0.83157,0.69022,15.33919,18.9122,16.06808,True,0.14704,0.18378,0.13729,2.52083,6.65764,10.72045,9397c89e75ff4f49882869f914d7ddd4,scene-0039
straight,0.77628,0.77101,0.76578,17.51305,17.85294,17.27678,0.19092,0.21145,0.18643,0.25343,0.02485,0.07029,3.91714,1.20273,0.58929,0.04293,0.07763,0.04726,0.10465,-0.10077,-0.03437,3.42545,-1.67076,-0.53846,0.11748,-0.00046,-0.00298,0.52284,0.74615,0.69549,13.59591,16.6502,16.68749,0.14799,0.13382,0.13918,4.12346,0.62749,0.64539,0.66113,17.02136,14.97944,16.14903,True,0.26547,0.13336,0.1362,2.93282,4.92381,6.57578,821df5bcd0744d7280b23e6284fb8396,scene-0039
straight,0.77847,0.82871,0.82705,17.83722,18.18696,18.00865,0.1712,0.19331,0.19138,0.21109,0.13255,0.08491,3.02276,2.22022,1.14779,0.01634,0.05455,0.04034,0.07721,-0.04142,0.07498,2.48011,-0.23278,1.21423,0.11905,-0.00366,0.01553,0.56738,0.69616,0.74213,14.81445,15.96674,16.86086,0.15486,0.13875,0.15105,4.69755,0.64459,0.65474,0.81711,17.29456,15.73396,18.07509,True,0.27391,0.13509,0.16657,2.45113,5.65873,7.13681,14f665de1fa34d0a9d12838a5b77d687,scene-0039
straight,0.77101,0.76578,0.80948,17.85294,17.27678,18.18544,0.21145,0.18643,0.17058,0.02485,0.07029,0.13154,1.20273,0.58929,2.17848,0.07763,0.04726,0.03742,-0.03279,0.03947,0.02202,0.94449,-0.05003,0.08872,0.07695,0.00435,0.01967,0.74615,0.69549,0.67794,16.6502,16.68749,16.00696,0.13382,0.13918,0.13316,9.16392,0.71336,0.73496,0.69997,17.59469,16.63746,16.09568,True,0.21076,0.14353,0.15283,6.30005,9.09505,16.15482,3e2926beda084f788675fb82964d17b7,scene-0039
straight,0.82871,0.82705,0.79857,18.18696,18.00865,17.51781,0.19331,0.19138,0.17307,0.13843,0.08491,-0.05705,2.27125,1.14779,-1.08343,0.05893,0.04034,0.00925,0.04991,0.07129,0.01773,0.9387,1.23913,0.02488,0.01704,0.02365,0.01199,0.69027,0.74213,0.85562,15.91571,16.86086,18.60124,0.13438,0.15105,0.16381,9.80076,0.74018,0.81342,0.87336,16.85442,18.09999,18.62612,True,0.15141,0.1747,0.17581,5.80243,10.7024,17.12956,3357eff74258482c87f90cf0749ee153,scene-0039
straight,0.76578,0.80948,0.79888,17.27678,18.18544,17.8416,0.18643,0.17058,0.15765,0.04936,0.13154,-0.0243,0.8048,2.17848,-0.28792,0.03999,0.03742,-0.01362,0.05286,0.09311,-0.04895,1.2386,1.62559,0.32834,0.01769,0.02176,0.05914,0.71642,0.67794,0.82318,16.47197,16.00696,18.12953,0.14644,0.13316,0.17127,9.32562,0.76929,0.77105,0.77422,17.71057,17.63255,18.45786,True,0.16413,0.15492,0.23041,5.67646,10.4088,16.43191,23cd0004606a4127acc8505a8de5c282,scene-0039
straight,0.82705,0.79857,0.77114,18.00865,17.51781,17.68303,0.19138,0.17307,0.17496,0.0261,-0.05705,0.02338,0.4269,-1.08343,0.42676,0.03256,0.00925,0.00835,0.01356,-0.08603,0.05356,0.35458,-1.08493,0.83686,0.00503,-0.00215,0.00541,0.80094,0.85562,0.74777,17.58175,18.60124,17.25628,0.15883,0.16381,0.1666,5.33634,0.8145,0.76959,0.80133,17.93633,17.51631,18.09314,True,0.16386,0.16166,0.17202,2.64717,5.36391,9.45866,c261faeb1eb0442e98d78100827ede0b,scene-0039
straight,0.80948,0.79888,0.78134,18.18544,17.8416,17.66922,0.17058,0.15765,0.17054,0.13154,-0.0243,0.00753,2.17848,-0.28792,-0.36442,0.03742,-0.01362,0.02872,0.11922,-0.02296,-0.07437,1.60775,1.71254,-1.67597,0.01761,0.1257,0.0091,0.67794,0.82318,0.77381,16.00696,18.12953,18.03364,0.13316,0.17127,0.14182,5.87869,0.79716,0.80021,0.69944,17.61471,19.84206,16.35767,True,0.15077,0.29697,0.15092,3.04229,6.49599,11.54451,ffb196e9479445ffb0de654fe62200f4,scene-0039
straight,0.79857,0.77114,0.77953,17.51781,17.68303,17.62873,0.17307,0.17496,0.18129,-0.05705,0.02338,0.00594,-1.08343,0.42676,0.83963,0.00925,0.00835,0.01312,-0.01663,-0.03013,-0.09702,-0.31025,-0.51039,-0.37799,0.00306,-0.00676,-0.00382,0.85562,0.74777,0.77359,18.60124,17.25628,16.7891,0.16381,0.1666,0.16817,8.52407,0.83899,0.71763,0.67657,18.29099,16.74588,16.41111,True,0.16688,0.15985,0.16435,4.73885,10.25408,14.25109,3435cdd71e3d4e9185ae6b514ae7651c,scene-0039
straight,0.79888,0.78134,0.89473,17.8416,17.66922,19.4515,0.15765,0.17054,0.21936,-0.0243,0.00753,0.10608,-0.28792,-0.36442,1.69981,-0.01362,0.02872,0.05639,-0.03845,-0.01736,0.0018,-0.42185,-0.82285,0.9005,0.0039,0.00365,0.02265,0.82318,0.77381,0.78865,18.12953,18.03364,17.75169,0.17127,0.14182,0.16297,9.38075,0.78472,0.75646,0.79045,17.70768,17.21079,18.65219,True,0.17517,0.14546,0.18562,6.04216,9.94181,16.09313,b024c29991134caf93eec0576496374b,scene-0039
straight,0.77114,0.77953,0.8994,17.68303,17.62873,19.17299,0.17496,0.18129,0.228,0.02338,0.00594,0.18689,0.42676,0.83963,2.73537,0.00835,0.01312,0.06189,-0.0325,-0.06132,0.18941,-0.72933,0.86259,2.9693,-0.0125,0.05009,0.04239,0.74777,0.77359,0.7125,17.25628,16.7891,16.43763,0.1666,0.16817,0.1661,7.78744,0.71527,0.71227,0.90192,16.52694,17.65169,19.40692,True,0.15411,0.21826,0.2085,4.96726,6.96644,15.24369,edc5f9bd039342cb9403a18d2cee773d,scene-0039
straight,0.78134,0.89473,0.82619,17.66922,19.4515,17.94663,0.17054,0.21936,0.20799,0.00753,0.10608,-0.06682,-0.36442,1.69981,-0.498,0.02872,0.05639,0.03954,-0.01736,0.00372,-0.03023,-0.82285,-0.18895,0.13035,0.00365,0.02037,0.03443,0.77381,0.78865,0.89301,18.03364,17.75169,18.44463,0.14182,0.16297,0.16845,8.34393,0.75646,0.79237,0.86278,17.21079,17.56274,18.57498,True,0.14546,0.18333,0.20287,3.92585,10.07803,13.82604,96dbf7debf4f42589d08185c32c3d67b,scene-0039
straight,0.77953,0.8994,0.72998,17.62873,19.17299,16.63194,0.18129,0.228,0.16447,0.00594,0.18689,0.14834,0.83963,2.73537,2.60317,0.01312,0.06189,0.05017,-0.05233,0.1544,0.07758,1.86635,2.48122,1.3761,0.10866,0.01819,0.01651,0.77359,0.7125,0.58164,16.7891,16.43763,14.02877,0.16817,0.1661,0.11431,7.88928,0.72126,0.86691,0.65922,18.65545,18.91884,15.40487,True,0.27683,0.18429,0.13082,4.87964,8.30356,13.06346,eb0676ccc9bd45149ae65119cb8d5e7b,scene-0039
straight,0.89473,0.82619,0.77373,19.4515,17.94663,16.60106,0.21936,0.20799,0.15047,0.10608,-0.06682,0.12599,1.69981,-0.498,1.816,0.05639,0.03954,0.02844,0.00226,-0.03937,0.03751,0.38283,-0.56082,1.1124,0.02769,-0.00119,0.00965,0.78865,0.89301,0.64773,17.75169,18.44463,14.78506,0.16297,0.16845,0.12203,6.81029,0.79091,0.85364,0.68524,18.13453,17.88382,15.89746,True,0.19065,0.16726,0.13168,3.89335,7.92761,11.46583,c040a969ea194be38ab9d25d97c9d9fc,scene-0039
straight,0.8994,0.72998,0.69845,19.17299,16.63194,16.09137,0.228,0.16447,0.15665,0.18689,0.14834,0.0968,2.73537,2.60317,1.3469,0.06189,0.05017,0.03805,0.10777,0.01887,-0.02628,1.6975,0.56178,-0.58431,0.02331,0.00859,-0.00337,0.7125,0.58164,0.60166,16.43763,14.02877,14.74447,0.1661,0.11431,0.1186,6.44259,0.82028,0.60051,0.57538,18.13513,14.59055,14.16016,True,0.18941,0.12289,0.11523,4.30745,7.92362,9.03027,3c693de822714eeaae9695ae7ddb013c,scene-0039
straight,0.82619,0.77373,0.64139,17.94663,16.60106,15.92628,0.20799,0.15047,0.17778,-0.06682,0.12599,0.02399,-0.498,1.816,0.71944,0.03954,0.02844,0.05337,-0.05194,0.00078,-0.00198,-0.63638,0.48202,-0.1129,0.0039,0.0044,0.00905,0.89301,0.64773,0.6174,18.44463,14.78506,15.20684,0.16845,0.12203,0.12441,5.49769,0.84107,0.64851,0.61542,17.80825,15.26709,15.09394,True,0.17234,0.12644,0.13347,3.20323,6.74313,8.3679,02b68afcd7504587a003bffe899e4986,scene-0039
straight,0.72998,0.69845,0.67942,16.63194,16.09137,16.01649,0.16447,0.15665,0.15361,0.08215,0.0968,0.05258,1.78507,1.3469,0.74233,0.04275,0.03805,0.03919,-0.02205,-0.09486,0.07564,0.06965,-1.54801,1.15809,0.00092,-0.0085,0.01342,0.64782,0.60166,0.62684,14.84687,14.74447,15.27417,0.12172,0.1186,0.11443,0.78664,0.62577,0.5068,0.70248,14.91652,13.19646,16.43226,True,0.12265,0.11011,0.12785,0.78892,1.0903,1.30189,dabb28a18e6c4a668f15511d7d77dc5b,scene-0039
straight,0.77373,0.64139,0.61643,16.60106,15.92628,14.49186,0.15047,0.17778,0.11622,0.1944,0.02399,0.06416,2.51562,0.71944,0.63924,0.01943,0.05337,0.01251,-0.00836,0.02769,-0.03324,0.29439,0.49523,-0.45652,-0.00903,0.00505,0.00166,0.57932,0.6174,0.55226,14.08544,15.20684,13.85262,0.13104,0.12441,0.1037,3.54442,0.57096,0.64509,0.51903,14.37984,15.70207,13.39609,True,0.12201,0.12947,0.10536,1.56532,3.20762,8.47754,2073ebd27d7844d2a0379ec496b0e9fd,scene-0039
straight,0.69845,0.67942,0.66318,16.09137,16.01649,15.50175,0.15665,0.15361,0.12371,0.17731,0.05258,0.18635,2.47092,0.74233,2.911,0.05001,0.03919,0.02772,0.0622,0.10951,0.31335,1.02722,1.41874,5.01536,0.02095,0.01933,0.02657,0.52115,0.62684,0.47683,13.62044,15.27417,12.59075,0.10664,0.11443,0.09599,2.713,0.58335,0.73635,0.79018,14.64767,16.69291,17.60611,True,0.12758,0.13376,0.12255,1.98076,2.66269,3.99778,4f26f58e358741069b137e90cdede275,scene-0039
straight,0.64139,0.61643,0.67387,15.92628,14.49186,16.08871,0.17778,0.11622,0.12646,-0.09728,0.06416,0.08828,-0.91701,0.63924,1.78922,0.04139,0.01251,0.02459,-0.05742,-0.00272,0.01973,-0.83103,0.21642,2.52023,-0.00063,0.0065,0.10858,0.73867,0.55226,0.58558,16.84329,13.85262,14.29949,0.13639,0.1037,0.10187,2.9863,0.68125,0.54954,0.60531,16.01225,14.06904,16.81972,True,0.13576,0.1102,0.21044,1.66173,3.2404,4.5969,4b247d4da9d44628818024275c07be5a,scene-0039
left,0.67942,0.66318,0.74805,16.01649,15.50175,16.82676,0.15361,0.12371,0.12958,-0.01009,0.18635,0.23312,-0.10313,2.911,3.12401,0.02688,0.02772,0.03484,-0.01871,0.24997,0.25871,-0.03248,4.06449,4.91835,0.00369,0.01978,0.06386,0.68951,0.47683,0.51494,16.11963,12.59075,13.70274,0.12673,0.09599,0.09474,2.40749,0.6708,0.7268,0.77365,16.08714,16.65524,18.6211,True,0.13042,0.11576,0.1586,1.85271,2.86613,3.99736,793bebc8b4ec41bb973b791e463213da,scene-0039
left,0.61643,0.67387,0.62805,14.49186,16.08871,15.01544,0.11622,0.12646,0.11578,-0.14735,0.08828,0.126,-2.73788,1.78922,1.76283,-0.00789,0.02459,0.01548,-0.08117,0.03362,0.07456,-1.33341,0.79077,1.21484,-0.01296,0.00678,0.00459,0.76378,0.58558,0.50204,17.22973,14.29949,13.25261,0.12411,0.10187,0.1003,1.2317,0.6826,0.6192,0.57661,15.89632,15.09026,14.46745,True,0.11114,0.10865,0.10488,1.03805,0.7339,2.02693,35eb563d061a4703a23306c6e6728e61,scene-0039
straight,0.66318,0.74805,0.74546,15.50175,16.82676,16.92979,0.12371,0.12958,0.13027,-0.04983,0.23312,0.11114,-1.00388,3.12401,1.95688,0.01053,0.03484,0.00599,-0.1332,0.3385,0.04524,-2.11877,4.84076,1.03617,-0.01411,0.0464,-0.0111,0.71301,0.51494,0.63432,16.50563,13.70274,14.97291,0.11318,0.09474,0.12428,0.63496,0.57981,0.85344,0.67956,14.38686,18.54351,16.00908,True,0.09907,0.14114,0.11318,0.23376,0.45541,1.93123,3be888f815ab42dcac53815f09b5b244,scene-0039
straight,0.67387,0.62805,0.76066,16.08871,15.01544,17.21236,0.12646,0.11578,0.13977,0.13729,0.126,0.13436,1.87104,1.76283,1.7111,0.0289,0.01548,0.02117,0.0,0.27108,0.11037,0.0,4.31355,1.22871,0.0,0.02328,-0.00244,0.53658,0.50204,0.6263,14.21767,13.25261,15.50126,0.09755,0.1003,0.11859,1.95551,0.53658,0.77313,0.73667,14.21767,17.56615,16.72997,True,0.09755,0.12358,0.11615,0.10463,2.04075,5.5753,f69afa3eed11447eb559f49c325f02d7,scene-0039
straight,0.48941,0.54201,0.59652,12.50595,13.24122,14.08195,0.06608,0.08387,0.08838,0.02541,0.09657,0.01903,0.81146,1.46903,0.51389,-0.00144,0.0079,0.00595,-0.1144,0.05197,-0.03352,-1.50784,0.79596,-0.89367,-0.00584,0.00498,-0.00939,0.46401,0.44544,0.57749,11.69449,11.7722,13.56806,0.06753,0.07597,0.08243,3.9661,0.34961,0.49741,0.54397,10.18665,12.56816,12.67439,True,0.06168,0.08095,0.07305,1.84532,4.95798,6.82065,8e46878ced734164aae0e83567aa02a5,scene-0092
straight,0.55183,0.76452,0.61935,13.02666,16.57345,14.31389,0.06669,0.11635,0.10081,0.014,-0.00151,0.23596,-0.08532,-0.27118,3.67402,-0.01054,0.01324,0.02922,-0.05555,0.05556,0.09614,-0.86923,0.66933,1.56302,-0.00253,0.00099,0.0027,0.53783,0.76603,0.38339,13.11198,16.84464,10.63987,0.07722,0.10311,0.07158,2.33308,0.48228,0.82159,0.47953,12.24274,17.51397,12.20289,True,0.07469,0.1041,0.07428,1.78825,2.80773,3.37783,6f5b556ef64b47f596df0314f6db9f99,scene-0092
straight,0.54201,0.59652,0.76339,13.24122,14.08195,16.68495,0.08387,0.08838,0.1286,0.09657,0.01903,0.36344,1.46903,0.51389,5.471,0.0079,0.00595,0.06071,0.0533,0.00458,0.05267,0.26383,-0.30881,1.10223,-0.00505,-0.00181,-0.00272,0.44544,0.57749,0.39995,11.7722,13.56806,11.21394,0.07597,0.08243,0.06789,2.91959,0.49874,0.58208,0.45262,12.03603,13.25925,12.31618,True,0.07092,0.08062,0.06517,2.51689,2.38193,3.22107,4f0f533c84c4493599f2eb3a60882b16,scene-0092
straight,0.76452,0.61935,0.63672,16.57345,14.31389,14.26948,0.11635,0.10081,0.09833,-0.00151,0.23596,0.11326,-0.27118,3.67402,1.28075,0.01324,0.02922,0.02509,-0.0489,0.08695,-0.08339,-1.17155,1.33089,-1.98488,-0.0196,0.0024,-0.00874,0.76603,0.38339,0.52345,16.84464,10.63987,12.98873,0.10311,0.07158,0.07324,2.69763,0.71713,0.47034,0.44006,15.67309,11.97076,11.00385,True,0.08351,0.07398,0.0645,2.42282,3.85039,2.65233,76ffdcc4676f4b75b7adf32b0ff47c4a,scene-0092
straight,0.59652,0.76339,0.64307,14.08195,16.68495,14.6848,0.08838,0.1286,0.1057,0.01903,0.36344,0.20333,0.51389,5.471,3.33987,0.00595,0.06071,0.04388,0.00661,0.01052,0.03653,0.06669,0.09351,0.22435,-0.00088,0.00422,0.00749,0.57749,0.39995,0.43974,13.56806,11.21394,11.34493,0.08243,0.06789,0.06182,0.52162,0.5841,0.41047,0.47627,13.63476,11.30745,11.56928,True,0.08155,0.07211,0.06931,0.16899,0.47669,1.47426,774f588fe35f46338735d6c72c94de28,scene-0092
straight,0.61935,0.63672,0.69075,14.31389,14.26948,15.93963,0.10081,0.09833,0.13559,0.23596,0.11326,0.27549,3.67402,1.28075,4.46784,0.02922,0.02509,0.06582,0.14466,0.24763,-0.04655,1.80935,3.04148,-0.57363,0.00292,0.01321,0.00814,0.38339,0.52345,0.41527,10.63987,12.98873,11.47178,0.07158,0.07324,0.06977,3.41081,0.52805,0.77108,0.36872,12.44922,16.0302,10.89815,True,0.07451,0.08646,0.07791,1.40245,3.33731,7.25781,8d966583bc7c4627a2437be13761529c,scene-0092
straight,0.76339,0.64307,0.71095,16.68495,14.6848,16.35076,0.1286,0.1057,0.15771,0.36344,0.20333,0.28601,5.471,3.33987,4.63709,0.06071,0.04388,0.08028,-0.01782,0.29605,0.02048,-0.40928,4.73162,0.93567,-0.00252,0.02872,0.02287,0.39995,0.43974,0.42494,11.21394,11.34493,11.71367,0.06789,0.06182,0.07743,0.61431,0.38213,0.73579,0.44542,10.80466,16.07655,12.64934,True,0.06536,0.09054,0.1003,0.33902,1.04644,1.17666,2d30b6e4f3094fcca0fe91fb288a6a0f,scene-0092
straight,0.63672,0.69075,0.59817,14.26948,15.93963,15.17636,0.09833,0.13559,0.15945,0.11326,0.27549,0.01932,1.28075,4.46784,1.23026,0.02509,0.06582,0.07415,-0.08333,0.11253,0.03767,-1.12479,1.51053,0.40854,-0.00627,0.00419,0.00161,0.52345,0.41527,0.57885,12.98873,11.47178,13.94611,0.07324,0.06977,0.0853,1.2242,0.44012,0.5278,0.61652,11.86394,12.98231,14.35464,True,0.06698,0.07396,0.08691,1.80209,0.69245,1.20461,1525755f9f8948f1a2f056039971fd70,scene-0092
straight,0.64307,0.71095,0.61012,14.6848,16.35076,14.48065,0.1057,0.15771,0.10401,0.20333,0.28601,0.19988,3.33987,4.63709,2.81859,0.04388,0.08028,0.03226,0.00888,0.05863,0.07486,0.1648,1.11209,1.17342,0.00213,0.02313,-0.00034,0.43974,0.42494,0.41025,11.34493,11.71367,11.66206,0.06182,0.07743,0.07175,0.43059,0.44862,0.48356,0.48511,11.50973,12.82576,12.83547,True,0.06395,0.10056,0.07141,0.97207,0.24218,0.035,6b10154e2b3146ab85b43f3cfe053d6d,scene-0092
straight,0.69075,0.59817,0.51827,15.93963,15.17636,12.8189,0.13559,0.15945,0.07009,0.26182,0.01932,0.02652,4.50729,1.23026,0.05243,0.06518,0.07415,0.00144,-0.03123,-0.03303,0.06109,-0.11178,-0.26453,1.22326,0.00122,-0.00149,0.00483,0.42893,0.57885,0.49176,11.43233,13.94611,12.76647,0.07041,0.0853,0.06865,1.46679,0.3977,0.54582,0.55285,11.32056,13.68158,13.98973,True,0.07163,0.08381,0.07348,0.19345,2.40201,2.59485,1259283ec9f549d4b26c98ee76c654a6,scene-0092
straight,0.71095,0.61012,0.54856,16.35076,14.48065,13.31623,0.15771,0.10401,0.07793,0.05018,0.19988,0.24355,0.91682,2.81859,3.26552,0.06225,0.03226,0.01555,-0.20632,0.03007,0.05512,-2.86406,0.14485,0.88892,-0.0011,0.00131,0.00537,0.66077,0.41025,0.30501,15.43394,11.66206,10.05071,0.09546,0.07175,0.06238,0.51859,0.45445,0.44032,0.36013,12.56988,11.8069,10.93963,True,0.09436,0.07306,0.06775,0.95399,0.68686,0.30708,38bde80644fd47f4b08d8de873a8be1b,scene-0092
straight,0.59817,0.51827,0.52871,15.17636,12.8189,13.39138,0.15945,0.07009,0.07877,0.01932,0.02652,0.18683,1.23026,0.05243,2.4889,0.07415,0.00144,0.0153,-0.04067,0.06633,0.16888,-0.29902,1.16379,2.55954,-0.00522,0.00327,0.02035,0.57885,0.49176,0.34187,13.94611,12.76647,10.90248,0.0853,0.06865,0.06347,0.88234,0.53818,0.55809,0.51076,13.64709,13.93026,13.46202,True,0.08008,0.07192,0.08382,1.05211,1.81304,0.45757,0b47858110f442afa33226467f596df7,scene-0092
straight,0.61012,0.54856,0.46749,14.48065,13.31623,12.35163,0.10401,0.07793,0.06776,0.19988,0.24355,0.02332,2.81859,3.26552,0.26819,0.03226,0.01555,-0.00407,0.03459,-0.03606,-0.03036,0.62928,-0.54319,-0.64075,3e-05,-0.00126,-0.00792,0.41025,0.30501,0.44417,11.66206,10.05071,12.08344,0.07175,0.06238,0.07183,0.60585,0.44484,0.26895,0.41381,12.29134,9.50752,11.44269,True,0.07178,0.06113,0.0639,0.6206,1.0554,1.17807,b11dc3efe66e4cf4b316b6c11b9b0158,scene-0092
straight,0.51827,0.52871,0.51625,12.8189,13.39138,12.59526,0.07009,0.07877,0.07562,-0.07122,0.18683,0.13977,-1.72757,2.4889,1.98238,-0.00543,0.0153,0.01323,-0.10858,-0.01476,0.22501,-1.93036,-0.58582,3.75743,-0.00452,0.00397,0.01772,0.58949,0.34187,0.37648,14.54646,10.90248,10.61288,0.07552,0.06347,0.06239,1.16449,0.48092,0.32712,0.60149,12.61611,10.31667,14.37032,True,0.071,0.06744,0.08011,0.69488,0.14497,3.22889,7ac61a641ce14bbdab9e8af6aaa6081e,scene-0092
straight,0.54856,0.46749,0.57187,13.31623,12.35163,13.55369,0.07793,0.06776,0.07825,0.24355,0.02332,0.1,3.26552,0.26819,1.45056,0.01555,-0.00407,0.01324,0.01777,0.08128,0.0,0.20529,1.05008,0.0,0.0044,0.00156,0.0,0.30501,0.44417,0.47188,10.05071,12.08344,12.10313,0.06238,0.07183,0.06501,1.31734,0.32278,0.52545,0.47188,10.256,13.13352,12.10313,True,0.06678,0.07338,0.06501,0.96529,1.75314,1.67286,9c2cb01fe74e49e1b9d3b8ae3fa72299,scene-0092
straight,0.52871,0.51625,0.45758,13.39138,12.59526,12.1603,0.07877,0.07562,0.06731,0.09238,0.13977,0.00232,1.29745,1.98238,-0.05231,0.00838,0.01323,-0.00099,-0.09618,0.01545,0.24081,-1.22941,0.33557,3.48811,-0.00669,0.00109,0.01561,0.43632,0.37648,0.45526,12.09393,10.61288,12.21262,0.07039,0.06239,0.0683,0.25084,0.34014,0.39193,0.69607,10.86453,10.94845,15.70073,True,0.0637,0.06348,0.08391,0.19373,0.16812,0.61826,1ecb668fec5d4f27bdcd6832ac687dce,scene-0092
straight,0.46749,0.57187,0.48512,12.35163,13.55369,12.60685,0.06776,0.07825,0.06846,-0.03137,0.1,-0.0654,-0.59805,1.45056,-1.15015,-0.00431,0.01324,-0.01021,-0.05469,0.02205,-0.01476,-0.86624,0.82644,-0.4729,-0.00024,0.00276,0.00646,0.49886,0.47188,0.55052,12.94968,12.10313,13.757,0.07207,0.06501,0.07867,0.41895,0.44417,0.49392,0.53575,12.08344,12.92957,13.2841,True,0.07183,0.06777,0.08513,0.12045,0.39602,0.43662,ad61033aa6e44659966bb4065f50abbc,scene-0092
straight,0.51625,0.45758,0.48505,12.59526,12.1603,12.41327,0.07562,0.06731,0.07437,0.16376,0.00232,-0.0556,2.43387,-0.05231,-1.29094,0.01322,-0.00099,-0.0011,-0.00107,-0.06304,-0.08594,-0.06331,-1.29826,-1.35087,0.00193,-0.00526,-0.0024,0.35248,0.45526,0.54065,10.16139,12.21262,13.70421,0.06239,0.0683,0.07547,1.38279,0.35141,0.39222,0.45471,10.09808,10.91436,12.35334,True,0.06433,0.06304,0.07307,0.45505,2.1703,2.5437,f9e3162f45db4bf5bc7f9360a831d2e4,scene-0092
straight,0.57187,0.48512,0.5105,13.55369,12.60685,12.81082,0.07825,0.06846,0.07648,0.11042,-0.0654,0.01865,1.65336,-1.15015,0.16184,0.01339,-0.01021,0.00336,0.01547,-0.04288,0.00195,0.1508,-1.04431,-0.2656,0.00036,-0.00435,-0.00331,0.46145,0.55052,0.49185,11.90033,13.757,12.64898,0.06487,0.07867,0.07312,0.83734,0.47692,0.50763,0.4938,12.05113,12.71269,12.38338,True,0.06523,0.07431,0.06981,0.40278,0.56375,2.21441,b660b9573c9e46b086245e5c23ccf7fe,scene-0092
straight,0.45758,0.48505,0.47678,12.1603,12.41327,12.71408,0.06731,0.07437,0.07785,0.00232,-0.0556,0.01332,-0.05231,-1.29094,0.34972,-0.00099,-0.0011,0.00428,-0.03036,0.01793,-0.09666,-0.33818,0.28646,-1.59701,-0.00197,0.00231,-0.00444,0.45526,0.54065,0.46346,12.21262,13.70421,12.36436,0.0683,0.07547,0.07358,0.48641,0.4249,0.55858,0.3668,11.87444,13.99067,10.76736,True,0.06633,0.07779,0.06914,0.31302,0.52472,1.27778,75023dda46de40c3953a0a67a31de816,scene-0092
straight,0.48512,0.5105,0.58919,12.60685,12.81082,13.86754,0.06846,0.07648,0.08628,-0.0654,0.01865,0.1515,-1.15015,0.16184,2.29829,-0.01021,0.00336,0.01851,0.05966,-0.07715,0.06287,0.88095,-1.48643,0.82435,0.00803,-0.00598,0.0052,0.55052,0.49185,0.43769,13.757,12.64898,11.56925,0.07867,0.07312,0.06777,1.94974,0.61018,0.4147,0.50056,14.63796,11.16255,12.3936,True,0.0867,0.06713,0.07297,1.52043,2.18384,2.51183,38c0c7b30e1142e4bc0833c2d489c493,scene-0092
straight,0.48505,0.47678,0.58282,12.41327,12.71408,13.88052,0.07437,0.07785,0.09038,-0.0556,0.01332,0.0414,-1.29094,0.34972,0.90039,-0.0011,0.00428,0.01471,0.00091,-0.08182,-0.03056,0.17853,-1.47029,-0.27718,0.00284,-0.00533,-0.00081,0.54065,0.46346,0.54142,13.70421,12.36436,12.98012,0.07547,0.07358,0.07567,1.43489,0.54156,0.38164,0.51086,13.88274,10.89407,12.70295,True,0.07831,0.06824,0.07485,0.91345,1.86102,2.35263,47f40eb09dcb40b9888d81fb4b872ac4,scene-0092
straight,0.5105,0.58919,0.5813,12.81082,13.86754,13.94545,0.07648,0.08628,0.10076,0.01865,0.1515,-0.09817,0.16184,2.29829,-1.07075,0.00336,0.01851,0.01246,-0.0815,0.10793,-0.0902,-1.41593,1.70282,-0.66757,-0.00737,0.0084,0.0027,0.49185,0.43769,0.67947,12.64898,11.56925,15.01621,0.07312,0.06777,0.08829,1.53963,0.41035,0.54563,0.58927,11.23305,13.27207,14.34864,True,0.06575,0.07616,0.091,0.92199,1.82433,2.69579,47d74378d3e04fa6bb3132928c0f9fa4,scene-0092
